"","ID","Degree Names"
"721",217022172,366
"722",217022179,595
"723",217022263,481
"724",217022269,320
"725",217022316,1075
"726",217022406,507
"727",217022415,607
"728",217022449,663
"729",217022487,289
"730",217022513,266
"731",217022545,189
"732",217022581,837
"733",217022601,2212
"734",217022698,611
"735",217022878,284
"736",217022893,463
"737",217022920,180
"738",217022924,886
"739",217022973,251
"740",217023019,433
"741",217023064,474
"742",217023100,557
"743",217023122,432
"744",217023152,668
"745",217023183,1093
"746",217023230,263
"747",217023244,227
"748",217023252,185
"749",217023270,1171
"750",217023311,521
"751",217023338,573
"752",217023356,330
"753",217023427,1059
"754",217023437,377
"755",217023465,829
"756",217023486,917
"757",217023511,1237
"758",217023545,1004
"759",217023576,245
"760",217023589,667
"761",217023648,236
"762",217023735,437
"763",217023756,362
"764",217023763,507
"765",217023795,221
"766",217023825,322
"767",217023835,503
"768",217023961,882
"769",217023967,486
"770",217024041,347
"771",217024044,432
"772",217024065,217
"773",217024079,369
"774",217024102,356
"775",217024131,369
"776",217024175,649
"777",217024201,201
"778",217024209,501
"779",217024284,363
"780",217024291,349
"781",217024326,311
"782",217024332,439
"783",217024390,556
"784",217024450,186
"785",217024467,683
"786",217024481,870
"787",217024556,566
"788",217024559,343
"789",217024591,655
"790",217024646,360
"791",217024651,259
"792",217024658,313
"793",217024660,381
"794",217024661,234
"795",217024662,546
"796",217024692,364
"797",217024756,664
"798",217024766,282
"799",217024783,183
"800",217024813,736
"801",217024835,505
"802",217024842,861
"803",217024843,401
"804",217024867,1135
"805",217024868,500
"806",217025007,362
"807",217025018,826
"808",217025172,551
"809",217025297,268
"810",217025310,449
"811",217025347,405
"812",217025409,190
"813",217025460,416
"814",217025507,385
"815",217025519,593
"816",217025543,309
"817",217025543,725
"818",217025544,384
"819",217025547,387
"820",217025587,866
"821",217025712,4717
"822",217025728,249
"823",217025760,599
"824",217025936,1978
"825",217026001,177
"826",217026007,705
"827",217026010,419
"828",217026249,527
"829",217026276,239
"830",217026331,692
"831",217026338,197
"832",217026402,307
"833",217026427,289
"834",217026452,761
"835",217026456,392
"836",217026460,391
"837",217026460,475
"838",217026471,272
"839",217026516,327
"840",217026603,1068
"841",217026607,333
"842",217026625,1238
"843",217026685,289
"844",217026691,1143
"845",217026864,1678
"846",217026883,2149
"847",217026896,190
"848",217026899,237
"849",217026920,500
"850",217026934,614
"851",217026946,256
"852",217026968,598
"853",217026974,295
"854",217026992,662
"855",217027014,484
"856",217027056,218
"857",217027068,513
"858",217027199,362
"859",217027257,179
"860",217027288,733
"861",217027291,538
"862",217027293,247
"863",217027297,383
"864",217027330,1173
"865",217027337,728
"866",217027362,573
"867",217027433,382
"868",217027444,1042
"869",217027490,260
"870",217027500,259
"871",217027553,260
"872",217027574,1157
"873",217027575,961
"874",217027580,385
"875",217027585,329
"876",217027645,923
"877",217027747,181
"878",217027775,810
"879",217027805,521
"880",217027837,482
"881",217027856,331
"882",217027908,745
"883",217027977,260
"884",217027985,722
"885",217028020,701
"886",217028023,913
"887",217028029,948
"888",217028087,177
"889",217028091,3375
"890",217028178,218
"891",217028185,679
"892",217028244,310
"893",217028253,479
"894",217028318,575
"895",217028350,693
"896",217028398,449
"897",217028442,359
"898",217028455,440
"899",217028513,830
"900",217028521,1644
"901",217028547,311
"902",217028559,516
"903",217028567,330
"904",217028603,976
"905",217028609,2017
"906",217028688,289
"907",217028815,574
"908",217028826,1534
"909",217028836,544
"910",217028864,798
"911",217028931,435
"912",217028945,739
"913",217029032,793
"914",217029130,512
"915",217029198,435
"916",217029278,713
"917",217029287,425
"918",217029312,175
"919",217029317,515
"920",217029346,934
"921",217029408,545
"922",217029425,583
"923",217029466,451
"924",217029503,368
"925",217029520,1742
"926",217029600,457
"927",217029641,1133
"928",217029702,743
"929",217029747,493
"930",217029812,265
"931",217029820,601
"932",217029984,390
"933",217030035,687
"934",217030051,1138
"935",217030094,463
"936",217030096,376
"937",217030121,472
"938",217030199,188
"939",217030232,440
"940",217030237,848
"941",217030243,372
"942",217030250,263
"943",217030283,297
"944",217030299,489
"945",217030306,285
"946",217030318,608
"947",217030367,227
"948",217030445,266
"949",217030450,213
"950",217030536,500
"951",217030599,602
"952",217030607,811
"953",217030622,293
"954",217030632,805
"955",217030685,373
"956",217030710,733
"957",217030810,287
"958",217030990,597
"959",217031032,371
"960",217031091,1181
"961",217031107,177
"962",217031123,714
"963",217031125,328
"964",217031202,790
"965",217031250,238
"966",217031257,383
"967",217031265,516
"968",217031300,155
"969",217031329,755
"970",217031344,379
"971",217031378,839
"972",217031395,268
"973",217031407,589
"974",217031470,209
"975",217031514,212
"976",217031540,514
"977",217031591,476
"978",217031597,451
"979",217031648,509
"980",217031690,254
"981",217031698,260
"982",217031748,488
"983",217031801,389
"984",217031919,525
"985",217031953,470
"986",217031955,625
"987",217031983,401
"988",217031991,494
"989",217032005,427
"990",217032034,270
"991",217032121,556
"992",217032142,528
"993",217032151,410
"994",217032167,656
"995",217032194,469
"996",217032206,344
"997",217032229,734
"998",217032257,674
"999",217032261,517
"1000",217032277,178
"1001",217032289,233
"1002",217032312,577
"1003",217032351,306
"1004",217032364,329
"1005",217032410,733
"1006",217032411,1678
"1007",217032461,785
"1008",217032525,302
"1009",217032560,618
"1010",217032561,689
"1011",217032596,1161
"1012",217032660,564
"1013",217032746,207
"1014",217032749,426
"1015",217032788,718
"1016",217032838,283
"1017",217032845,403
"1018",217032864,398
"1019",217032874,352
"1020",217032903,242
"1021",217032964,232
"1022",217032977,904
"1023",217033018,653
"1024",217033041,988
"1025",217033047,302
"1026",217033058,982
"1027",217033092,334
"1028",217033164,250
"1029",217033166,195
"1030",217033180,417
"1031",217033185,601
"1032",217033194,814
"1033",217033199,767
"1034",217033208,423
"1035",217033226,492
"1036",217033326,404
"1037",217033345,189
"1038",217033349,689
"1039",217033368,354
"1040",217033401,196
"1041",217033409,322
"1042",217033424,325
"1043",217033426,485
"1044",217033449,485
"1045",217033462,342
"1046",217033501,313
"1047",217033542,345
"1048",217033572,396
"1049",217033606,617
"1050",217033662,692
"1051",217033678,177
"1052",217033780,450
"1053",217033820,568
"1054",217033908,575
"1055",217033914,579
"1056",217033951,714
"1057",217034002,1356
"1058",217034005,530
"1059",217034018,330
"1060",217034047,1012
"1061",217034049,841
"1062",217034054,1028
"1063",217034061,885
"1064",217034068,305
"1065",217034077,536
"1066",217034173,432
"1067",217034232,328
"1068",217034256,359
"1069",217034316,515
"1070",217034340,326
"1071",217034354,436
"1072",217034496,488
"1073",217034508,170
"1074",217034515,325
"1075",217034517,692
"1076",217034535,523
"1077",217034604,654
"1078",217034624,326
"1079",217034640,624
"1080",217034655,406
"1081",217034667,391
"1082",217034670,1403
"1083",217034675,479
"1084",217034704,533
"1085",217034726,239
"1086",217034755,378
"1087",217034902,200
"1088",217034911,562
"1089",217034951,1095
"1090",217034993,433
"1091",217035010,1506
"1092",217035024,227
"1093",217035047,514
"1094",217035131,207
"1095",217035157,1108
"1096",217035159,171
"1097",217035169,526
"1098",217035195,764
"1099",217035204,495
"1100",217035231,356
"1101",217035232,266
"1102",217035262,312
"1103",217035265,199
"1104",217035294,1119
"1105",217035316,331
"1106",217035327,382
"1107",217035343,170
"1108",217035365,620
"1109",217035414,261
"1110",217035469,1071
"1111",217035516,329
"1112",217035600,505
"1113",217035645,1073
"1114",217035651,820
"1115",217035656,817
"1116",217035708,225
"1117",217035735,501
"1118",217035743,263
"1119",217035758,551
"1120",217035886,1334
"1121",217035932,427
"1122",217035939,377
"1123",217035947,832
"1124",217035951,753
"1125",217035959,318
"1126",217036030,249
"1127",217036060,883
"1128",217036104,603
"1129",217036120,661
"1130",217036122,233
"1131",217036184,301
"1132",217036192,1115
"1133",217036233,337
"1134",217036245,408
"1135",217036272,319
"1136",217036353,411
"1137",217036354,511
"1138",217036355,633
"1139",217036580,238
"1140",217036603,235
"1141",217036621,470
"1142",217036625,582
"1143",217036631,665
"1144",217036643,4405
"1145",217036670,656
"1146",217036676,487
"1147",217036682,292
"1148",217036701,1121
"1149",217036715,856
"1150",217036722,694
"1151",217036731,420
"1152",217036741,248
"1153",217036747,876
"1154",217036757,810
"1155",217036777,455
"1156",217036789,834
"1157",217036797,468
"1158",217036890,476
"1159",217036908,712
"1160",217036949,863
"1161",217036972,714
"1162",217036979,225
"1163",217037015,347
"1164",217037039,526
"1165",217037056,575
"1166",217037097,417
"1167",217037100,632
"1168",217037170,526
"1169",217037194,557
"1170",217037217,213
"1171",217037219,220
"1172",217037228,220
"1173",217037273,200
"1174",217037322,777
"1175",217037355,623
"1176",217037380,376
"1177",217037401,999
"1178",217037426,559
"1179",217037455,211
"1180",217037501,1137
"1181",217037536,379
"1182",217037560,522
"1183",217037600,426
"1184",217037672,218
"1185",217037710,374
"1186",217037757,398
"1187",217037768,456
"1188",217037784,200
"1189",217037861,718
"1190",217037884,583
